Answer: Chicken, reality: Human, fasta: [36, 0, 16, 28, 33, 25, 50, 10, 44, 0, 28, 38, 13, 38, 0, 17, 25, 31, 38, 34, 0, 33, 8, 0, 15, 0, 18, 0, 6, 10, 13, 13, 27, 5, 19, 0, 13, 19, 6, 18, 0, 12, 11, 16, 24, 22, 0, 19, 3, 0, 6, 0, 18, 0, 10, 18, 20, 12, 23, 5, 25, 0, 15, 19, 7, 20, 0, 5, 14, 15, 14, 12, 0, 14, 5, 0, 9, 0, 13, 0, 6, 7, 12, 7, 16, 2, 15, 0, 10, 13, 4, 12, 0, 7, 6, 12, 12, 17, 0, 11, 1, 0, 4, 0, 12, 0, 3, 7, 6, 10, 26, 5, 11, 0, 7, 12, 3, 12, 0, 9, 10, 9, 16, 8, 0, 12, 4, 0, 5, 0, 11, 0, 7, 14, 15, 8, 8, 3, 18, 0, 11, 13, 6, 14, 0, 1, 9, 10, 10, 9, 0, 10, 3, 0, 6, 0]
Answer: Goose, reality: Human, fasta: [29, 0, 15, 26, 40, 19, 39, 14, 39, 0, 35, 49, 13, 49, 0, 18, 20, 27, 42, 28, 0, 32, 10, 0, 23, 0, 14, 0, 6, 14, 17, 9, 14, 8, 22, 0, 19, 25, 5, 26, 0, 12, 10, 10, 23, 16, 0, 18, 6, 0, 10, 0, 15, 0, 9, 12, 23, 10, 25, 6, 17, 0, 16, 24, 8, 23, 0, 6, 10, 17, 19, 12, 0, 14, 4, 0, 13, 0, 8, 0, 6, 11, 12, 5, 8, 6, 14, 0, 12, 19, 3, 17, 0, 8, 6, 6, 15, 8, 0, 14, 4, 0, 7, 0, 10, 0, 3, 4, 10, 7, 21, 6, 14, 0, 12, 11, 4, 16, 0, 9, 8, 10, 14, 12, 0, 7, 4, 0, 7, 0, 11, 0, 6, 11, 18, 7, 10, 2, 11, 0, 11, 19, 6, 16, 0, 1, 6, 11, 13, 8, 0, 11, 2, 0, 9, 0]
Answer: Northern_Shoveler, reality: Human, fasta: [28, 0, 15, 23, 42, 19, 48, 14, 31, 0, 43, 51, 16, 40, 0, 20, 14, 19, 38, 34, 0, 33, 11, 0, 23, 0, 14, 0, 6, 10, 20, 8, 22, 8, 17, 0, 21, 26, 6, 17, 0, 14, 5, 11, 22, 20, 0, 16, 7, 0, 11, 0, 14, 0, 9, 13, 22, 11, 26, 6, 14, 0, 22, 25, 10, 23, 0, 6, 9, 8, 16, 14, 0, 17, 4, 0, 12, 0, 8, 0, 6, 7, 13, 5, 14, 6, 12, 0, 16, 20, 4, 12, 0, 10, 3, 6, 12, 12, 0, 10, 4, 0, 8, 0, 11, 0, 3, 5, 13, 6, 23, 6, 10, 0, 9, 14, 3, 10, 0, 9, 6, 7, 14, 15, 0, 11, 5, 0, 7, 0, 9, 0, 6, 11, 16, 8, 11, 2, 9, 0, 18, 17, 9, 18, 0, 1, 5, 6, 12, 7, 0, 12, 2, 0, 8, 0]
Answer: Turkey, reality: Swine, fasta: [30, 0, 18, 31, 24, 22, 41, 12, 45, 0, 32, 43, 9, 43, 0, 19, 27, 27, 42, 35, 0, 31, 12, 0, 23, 0, 14, 0, 7, 16, 5, 10, 18, 7, 21, 0, 13, 24, 3, 19, 0, 13, 13, 12, 29, 20, 0, 19, 6, 0, 14, 0, 16, 0, 11, 15, 19, 12, 23, 5, 24, 0, 19, 19, 6, 24, 0, 6, 14, 15, 13, 15, 0, 12, 6, 0, 9, 0, 12, 0, 7, 12, 5, 8, 9, 5, 8, 0, 9, 19, 3, 15, 0, 8, 7, 6, 18, 14, 0, 11, 3, 0, 10, 0, 7, 0, 3, 7, 5, 6, 22, 3, 20, 0, 8, 7, 3, 14, 0, 11, 10, 12, 15, 12, 0, 12, 5, 0, 7, 0, 11, 0, 8, 12, 14, 8, 10, 4, 17, 0, 15, 17, 3, 14, 0, 0, 10, 9, 9, 9, 0, 8, 4, 0, 6, 0]
Answer: Human, reality: American_Black_Duck, fasta: [26, 0, 17, 27, 26, 21, 42, 10, 46, 0, 30, 38, 10, 43, 0, 17, 23, 25, 36, 38, 0, 24, 11, 42, 14, 0, 10, 0, 6, 9, 5, 9, 21, 5, 19, 0, 9, 18, 4, 22, 0, 11, 10, 12, 23, 24, 0, 14, 5, 42, 5, 0, 16, 0, 11, 18, 21, 12, 21, 5, 27, 0, 21, 20, 6, 21, 0, 6, 13, 13, 13, 14, 0, 10, 6, 0, 9, 0, 8, 0, 6, 7, 4, 7, 12, 3, 9, 0, 5, 14, 3, 16, 0, 6, 4, 4, 13, 17, 0, 6, 2, 42, 1, 0, 7, 0, 3, 6, 6, 6, 21, 3, 18, 0, 11, 7, 4, 13, 0, 11, 10, 11, 15, 14, 0, 11, 5, 0, 7, 0, 11, 0, 8, 14, 16, 8, 9, 4, 19, 0, 14, 17, 3, 14, 0, 0, 9, 10, 8, 7, 0, 7, 4, 0, 6, 0]
Answer: Swine, reality: Green_Winged_Teal, fasta: [34, 0, 16, 23, 33, 21, 44, 14, 32, 0, 35, 47, 9, 47, 0, 20, 17, 23, 42, 39, 0, 35, 10, 0, 25, 0, 19, 0, 7, 9, 15, 11, 21, 8, 12, 0, 16, 26, 4, 25, 0, 13, 5, 12, 21, 21, 0, 19, 6, 0, 13, 0, 15, 0, 9, 14, 18, 10, 23, 6, 20, 0, 19, 21, 5, 22, 0, 7, 12, 11, 21, 18, 0, 16, 4, 0, 12, 0, 11, 0, 7, 6, 12, 7, 12, 6, 6, 0, 12, 21, 2, 19, 0, 7, 1, 6, 16, 15, 0, 12, 4, 0, 7, 0, 13, 0, 3, 6, 5, 7, 23, 5, 15, 0, 8, 9, 4, 11, 0, 12, 9, 10, 11, 14, 0, 10, 4, 0, 10, 0, 10, 0, 6, 11, 16, 7, 9, 3, 11, 0, 15, 17, 3, 17, 0, 1, 7, 7, 15, 10, 0, 13, 2, 0, 8, 0]
Answer: Human, reality: Chicken, fasta: [27, 0, 15, 27, 38, 18, 40, 14, 40, 0, 38, 48, 15, 46, 0, 20, 19, 23, 46, 28, 0, 30, 10, 2, 24, 0, 12, 0, 6, 15, 17, 9, 14, 8, 23, 0, 20, 23, 5, 22, 0, 14, 9, 8, 26, 16, 0, 18, 6, 2, 11, 0, 15, 0, 9, 12, 21, 9, 26, 6, 17, 0, 18, 25, 10, 24, 0, 6, 10, 15, 20, 12, 0, 12, 4, 0, 13, 0, 7, 0, 6, 12, 11, 5, 8, 6, 15, 0, 14, 19, 3, 14, 0, 9, 5, 3, 18, 8, 0, 14, 4, 2, 7, 0, 9, 0, 3, 4, 11, 7, 21, 6, 13, 0, 12, 10, 5, 15, 0, 10, 8, 10, 14, 12, 0, 7, 4, 0, 8, 0, 11, 0, 6, 11, 16, 6, 11, 2, 12, 0, 12, 19, 7, 17, 0, 1, 6, 10, 14, 8, 0, 9, 2, 0, 9, 0]
Answer: Human, reality: Gull, fasta: [24, 0, 15, 26, 28, 12, 49, 10, 39, 0, 31, 44, 9, 44, 0, 11, 14, 25, 32, 32, 0, 36, 10, 52, 22, 0, 7, 0, 5, 11, 11, 4, 23, 5, 15, 0, 12, 20, 4, 14, 0, 8, 3, 12, 19, 17, 0, 21, 6, 52, 14, 0, 17, 0, 10, 15, 17, 8, 26, 5, 24, 0, 19, 24, 5, 30, 0, 3, 11, 13, 13, 15, 0, 15, 4, 0, 8, 0, 4, 0, 5, 9, 4, 2, 13, 2, 6, 0, 5, 13, 2, 11, 0, 4, 1, 6, 12, 11, 0, 18, 2, 52, 7, 0, 9, 0, 3, 3, 11, 6, 26, 4, 16, 0, 13, 14, 3, 12, 0, 7, 8, 10, 10, 12, 0, 6, 6, 0, 9, 0, 11, 0, 7, 14, 13, 4, 10, 4, 17, 0, 13, 17, 4, 21, 0, 0, 5, 9, 10, 9, 0, 12, 2, 0, 6, 0]
Answer: Chicken, reality: Equine, fasta: [29, 0, 15, 24, 33, 15, 43, 10, 40, 0, 29, 51, 13, 43, 0, 16, 24, 26, 44, 43, 0, 28, 10, 0, 24, 0, 11, 0, 6, 11, 14, 5, 20, 6, 20, 0, 8, 29, 6, 20, 0, 14, 11, 13, 24, 30, 0, 13, 6, 0, 13, 0, 18, 0, 9, 13, 19, 10, 23, 4, 20, 0, 21, 22, 7, 23, 0, 2, 13, 13, 20, 13, 0, 15, 4, 0, 11, 0, 8, 0, 6, 7, 11, 4, 11, 3, 12, 0, 5, 20, 6, 14, 0, 7, 8, 6, 19, 18, 0, 10, 3, 0, 9, 0, 10, 0, 3, 5, 5, 6, 25, 4, 11, 0, 9, 17, 1, 11, 0, 9, 8, 11, 14, 16, 0, 10, 5, 0, 7, 0, 11, 0, 6, 12, 17, 5, 7, 3, 17, 0, 15, 14, 6, 18, 0, 0, 8, 9, 11, 9, 0, 8, 2, 0, 8, 0]
Answer: Human, reality: Turkey, fasta: [32, 0, 15, 25, 34, 19, 40, 15, 35, 0, 42, 46, 7, 45, 0, 19, 16, 19, 42, 41, 0, 37, 10, 0, 27, 0, 18, 0, 6, 12, 16, 10, 19, 8, 14, 0, 20, 23, 3, 21, 0, 12, 6, 10, 23, 22, 0, 20, 6, 0, 14, 0, 14, 0, 9, 13, 18, 9, 21, 7, 21, 0, 22, 23, 4, 24, 0, 7, 10, 9, 19, 19, 0, 17, 4, 0, 13, 0, 11, 0, 6, 8, 11, 6, 12, 6, 9, 0, 15, 18, 1, 17, 0, 7, 2, 3, 19, 14, 0, 12, 4, 0, 8, 0, 11, 0, 3, 7, 8, 7, 20, 6, 13, 0, 9, 10, 3, 9, 0, 11, 9, 10, 10, 17, 0, 12, 4, 0, 10, 0, 10, 0, 6, 10, 15, 6, 8, 3, 13, 0, 18, 18, 3, 19, 0, 1, 5, 6, 13, 10, 0, 13, 2, 0, 9, 0]
Answer: Swine, reality: Turkey, fasta: [33, 0, 15, 23, 35, 20, 42, 14, 35, 0, 38, 47, 8, 44, 0, 20, 15, 21, 43, 40, 0, 35, 10, 0, 28, 0, 19, 0, 6, 9, 16, 11, 20, 7, 14, 0, 18, 25, 3, 22, 0, 13, 5, 11, 23, 21, 0, 19, 6, 0, 15, 0, 14, 0, 9, 14, 19, 9, 22, 7, 21, 0, 20, 22, 5, 22, 0, 7, 10, 10, 20, 19, 0, 16, 4, 0, 13, 0, 12, 0, 6, 6, 13, 7, 11, 5, 9, 0, 12, 20, 1, 18, 0, 7, 1, 6, 17, 14, 0, 11, 4, 0, 9, 0, 11, 0, 3, 6, 6, 7, 22, 6, 14, 0, 10, 9, 4, 9, 0, 12, 9, 8, 12, 16, 0, 11, 4, 0, 10, 0, 10, 0, 6, 11, 16, 6, 9, 3, 12, 0, 16, 18, 3, 17, 0, 1, 5, 7, 14, 10, 0, 13, 2, 0, 9, 0]
